record_id,raw_source,raw_title,normalized_title,publication_date,source_publication,byline_or_credit,person_name_variant,muck_rack_url,original_url,url_status,evidence_status,duplicate_group_id,duplicate_status,confidence,notes
MR166,Muck Rack,Misstänkt för Huskvarnamord på 17-åring begärs häktad,Man häktas för mord på 17-åring,2020-08-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYj9oX/misstankt-for-huskvarnamord-pa-17-aring-begars-haktad,https://www.svt.se/nyheter/lokalt/jonkoping/misstankt-for-huskvarnamord-pa-17-aring-begars-haktad,original_url_found,verified_original,DG175,unique,medium,"Muck Rack raw date: Aug 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: URL-slug, källa, datum/byline och hämtad originaltitel matchar publiceringsposten; aktuell originaltitel är 'Man häktas för mord på 17-åring'."
MR167,Muck Rack,William om resan som transperson: ”Många blev provocerade av mig”,William om resan som transperson: ”Många blev provocerade av mig”,2020-08-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYs65y/william-om-resan-som-transperson-manga-blev-provocerade-av-mig,https://www.svt.se/nyheter/lokalt/jonkoping/william-om-resan-som-transperson-manga-blev-provocerade-av-mig,original_url_found,verified_original,DG176,unique,high,"Muck Rack raw date: Aug 22, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR168,Muck Rack,Stor polisinsats i Nässjö,Stor polisinsats i Nässjö – man hade soft air gun-pistol,2020-08-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oY7unV/stor-polisinsats-i-nassjo,https://www.svt.se/nyheter/lokalt/jonkoping/stor-polisinsats-i-nassjo,original_url_found,verified_original,DG177,unique,high,"Muck Rack raw date: Aug 21, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR169,Muck Rack,Polisen ser en ökad trend av rejvfester i Jönköping,Polisen ser en ökad trend av rejvfester i Jönköping,2020-08-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYZCJm/polisen-ser-en-okad-trend-av-rejvfester-i-jonkoping,https://www.svt.se/nyheter/lokalt/jonkoping/facebookgrupp-anordnade-rejv-utan-tillatelse,original_url_found,verified_original,DG178,unique,high,"Muck Rack raw date: Aug 20, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR170,Muck Rack,80 fönsterrutor har krossats på Hisingstorpsskolan under sommaren,80 fönsterrutor har krossats på Hisingstorpsskolan under sommaren,2020-08-20,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYhQmE/80-fonsterrutor-har-krossats-pa-hisingstorpsskolan-under-sommaren,https://www.svt.se/nyheter/lokalt/jonkoping/80-fonsterrutor-har-krossats-pa-hisingstorpsskolan-under-sommaren,original_url_found,verified_original,DG179,unique,high,"Muck Rack raw date: Aug 20, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR171,Muck Rack,Tobias Ludvigsson från Huskvarna uttagen till landsvägs-EM,Tobias Ludvigsson från Huskvarna uttagen till landsvägs-EM,2020-08-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYUxdR/tobias-ludvigsson-fran-huskvarna-uttagen-till-landsvags-em,https://www.svt.se/nyheter/lokalt/jonkoping/tobias-ludvigsson-fran-huskvarna-utagen-till-landsvags-em,muck_rack_only,muck_rack_only,DG180,unique,low,"Muck Rack raw date: Aug 18, 2020. Original kandidat från Muck Rack-rubriklänk. Originalkandidat kunde inte verifieras (http_404)."
MR172,Muck Rack,Nu kan det bli trångt på bussarna,Nu kan det bli trångt på bussarna,2020-08-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYTCfv/nu-kan-det-bli-trangt-pa-bussarna,https://www.svt.se/nyheter/lokalt/jonkoping/nu-kan-det-bli-trangt-pa-bussarna,original_url_found,verified_original,DG181,unique,high,"Muck Rack raw date: Aug 17, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR173,Muck Rack,Nu får elever studera på högskolan igen,Nu får studenter studera på högskolan igen,2020-08-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYCohT/nu-far-elever-studera-pa-hogskolan-igen,https://www.svt.se/nyheter/lokalt/jonkoping/nu-far-elever-studera-pa-hogskolan-igen,original_url_found,verified_original,DG182,unique,high,"Muck Rack raw date: Aug 16, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR174,Muck Rack,Så ska Pride firas i Jönköping i år,Så ska Pride firas i Jönköping i år,2020-08-16,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oY1AWp/sa-ska-pride-firas-i-jonkoping-i-ar,https://www.svt.se/nyheter/lokalt/jonkoping/sa-ska-pride-firas-i-jonkoping-i-ar,original_url_found,verified_original,DG183,unique,high,"Muck Rack raw date: Aug 15, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR175,Muck Rack,Så använder du en livboj,Så använder du en livboj,2020-08-15,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oY96kM/sa-anvander-du-en-livboj,https://www.svt.se/nyheter/lokalt/jonkoping/sa-anvander-du-en-livboj,original_url_found,verified_original,DG184,unique,high,"Muck Rack raw date: Aug 14, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR176,Muck Rack,Nu tas första spadtaget för ny stadsdel i Habo,Nu tas första spadtaget för ny stadsdel i Habo,2020-08-13,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oYo9z7/nu-tas-forsta-spadtaget-for-ny-stadsdel-i-habo,https://www.svt.se/nyheter/lokalt/jonkoping/nu-tas-forsta-spadtaget-for-ny-stadsdel-i-habo,original_url_found,verified_original,DG185,unique,high,"Muck Rack raw date: Aug 13, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR177,Muck Rack,Stopp i tågtrafiken - skogsbrand vid tågspår,Förseningar i tågtrafiken efter skogsbrand vid tågspår,2020-08-09,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRWtSI/stopp-i-tagtrafiken-skogsbrand-vid-tagspar,https://www.svt.se/nyheter/lokalt/jonkoping/skogsbrand-vid-tagspar-mellan-sandhem-och-mullsjo,original_url_found,verified_original,DG186,unique,high,"Muck Rack raw date: Aug 09, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR178,Muck Rack,Man stal roddbåt och rymde från ungdomshem,Man stal roddbåt och rymde från ungdomshem,2020-08-09,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRWKWX/man-stal-roddbat-och-rymde-fran-ungdomshem,https://www.svt.se/nyheter/lokalt/jonkoping/man-stal-roddbat-och-rymde-fran-ungdomshem,original_url_found,verified_original,DG187,unique,high,"Muck Rack raw date: Aug 09, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR179,Muck Rack,Sjöpolis från Göteborg på plats i Jönköping,Sjöpolis övervakar båttrafiken i Jönköping,2020-08-08,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRik6M/sjopolis-fran-goteborg-pa-plats-i-jonkoping,https://www.svt.se/nyheter/lokalt/jonkoping/sjopolis-fran-goteborg-pa-plats-i-jonkoping,original_url_found,verified_original,DG188,unique,medium,"Muck Rack raw date: Aug 08, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: URL-slug, källa, datum/byline och hämtad originaltitel matchar publiceringsposten; aktuell originaltitel är 'Sjöpolis övervakar båttrafiken i Jönköping'."
MR180,Muck Rack,Biljakt efter rattfyllerist utan körkort – flera polispatruller larmades,Biljakt efter rattfyllerist utan körkort – flera polispatruller larmades,2020-08-08,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oR2DjE/biljakt-efter-rattfyllerist-utan-korkort-flera-polispatruller-larmades,https://www.svt.se/nyheter/lokalt/jonkoping/biljakt-efter-rattfyllerist-utan-korkort-flera-polispatruller-larmades,original_url_found,verified_original,DG189,unique,high,"Muck Rack raw date: Aug 08, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR181,Muck Rack,Moderaterna vill att sjukvårdspersonal ska få högre coronaersättning,Moderaterna vill att sjukvårdspersonal ska få högre coronaersättning,2020-08-05,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRZnQ1/moderaterna-vill-att-sjukvardspersonal-ska-fa-hogre-coronaersattning,https://www.svt.se/nyheter/lokalt/jonkoping/moderaterna-vill-att-sjukvardspersonal-ska-fa-hogre-ersattning,original_url_found,verified_original,DG190,unique,high,"Muck Rack raw date: Aug 05, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR182,Muck Rack,Två kvinnor ska ha försökt stjäla från 80-årig man,Två kvinnor ska ha försökt stjäla från 80-årig man,2020-08-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRkNIp/tva-kvinnor-ska-ha-forsokt-stjala-fran-80-arig-man,https://www.svt.se/nyheter/lokalt/jonkoping/tva-kvinnor-misstanks-for-brott-mot-80-arig-man,original_url_found,verified_original,DG191,unique,high,"Muck Rack raw date: Aug 04, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR183,Muck Rack,Vargjakten i länet ställs in tillfälligt,Vargjakten i länet ställs in tillfälligt,2020-08-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRk4LH/vargjakten-i-lanet-stalls-in-tillfalligt,https://www.svt.se/nyheter/lokalt/jonkoping/vargjakten-i-lanet-stalls-in-tillfalligt,original_url_found,verified_original,DG192,unique,high,"Muck Rack raw date: Aug 04, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR184,Muck Rack,Nu förbereder regionen för en andra coronavåg,Nu förbereder regionen för en andra coronavåg,2020-08-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRIdTO/nu-forbereder-regionen-for-en-andra-coronavag,https://www.svt.se/nyheter/lokalt/jonkoping/nu-forbereder-regionen-for-en-andra-coronavag,original_url_found,verified_original,DG193,unique,high,"Muck Rack raw date: Aug 04, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR185,Muck Rack,Han flyttar in i Nordens första Tiktok-hus: ”Känns helt sjukt”,Han flyttar in i Nordens första Tiktok-hus: ”Känns helt sjukt”,2020-08-04,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRuxjI/han-flyttar-in-i-nordens-forsta-tiktok-hus-kanns-helt-sjukt,https://www.svt.se/nyheter/lokalt/jonkoping/han-flyttar-in-i-nordens-forsta-tik-tok-hus,original_url_found,verified_original,DG194,unique,high,"Muck Rack raw date: Aug 03, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR186,Muck Rack,En person knivhöggs i ögat - nu åtalas en man för mordförsök,En person knivhöggs i ögat – nu åtalas en man för mordförsök,2020-08-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRwjYK/en-person-knivhoggs-i-ogat-nu-atalas-en-man-for-mordforsok,https://www.svt.se/nyheter/lokalt/jonkoping/ska-ha-huggit-en-person-i-ogat-nu-atalas-en-man-for-mordforsok,original_url_found,verified_original,DG195,unique,high,"Muck Rack raw date: Aug 03, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR187,Muck Rack,Koloniområde drabbat av stor stöldvåg i Gislaved,Koloniområde i Gislaved drabbat av stor stöldvåg – 48 stugor utsatta,2020-08-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRwyGp/koloniomrade-drabbat-av-stor-stoldvag-i-gislaved,https://www.svt.se/nyheter/lokalt/jonkoping/koloniomrade-drabbat-av-stor-stoldvag,original_url_found,verified_original,DG196,unique,high,"Muck Rack raw date: Aug 03, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR188,Muck Rack,Hela människan: ”Vi har fått halvera våra sängplatser på akutboenden”,Hela människan: ”Vi har fått halvera våra sängplatser på akutboenden”,2020-08-02,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRUaaU/hela-manniskan-vi-har-fatt-halvera-vara-sangplatser-pa-akutboenden,https://www.svt.se/nyheter/lokalt/jonkoping/hela-manniskan-vi-har-fatt-halvera-vara-sangplatser-pa-akutboenden,original_url_found,verified_original,DG197,unique,high,"Muck Rack raw date: Aug 01, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR189,Muck Rack,Stora mängder gödsel sprutar ut ur tank i Sävsjö,Tank med 6 000 kubikmeter gödsel läckte – sprutade ut ur tank i Sävsjö,2020-07-31,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oRCtT1/stora-mangder-godsel-sprutar-ut-ur-tank-i-savsjo,https://www.svt.se/nyheter/lokalt/jonkoping/stora-mangder-godsel-sprutar-ut-ur-tank-i-savsjo,original_url_found,verified_original,DG198,unique,high,"Muck Rack raw date: Jul 31, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR190,Muck Rack,Här är bussen helt full - trots coronarestriktioner,Här är bussen helt full – trots coronarestriktioner,2020-07-28,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ozX66p/har-ar-bussen-helt-full-trots-coronarestriktioner,https://www.svt.se/nyheter/lokalt/jonkoping/har-ar-bussen-helt-full-trots-coronarestriktioner,original_url_found,verified_original,DG199,unique,high,"Muck Rack raw date: Jul 28, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR191,Muck Rack,Sex män döms för bilrån i Gislaved,Sex män döms för bilrån i Gislaved,2020-07-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ozbHf9/sex-man-doms-for-bilran-i-gislaved,https://www.svt.se/nyheter/lokalt/jonkoping/sex-man-doms-for-bilran-i-gislaved,original_url_found,verified_original,DG200,unique,high,"Muck Rack raw date: Jul 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR192,Muck Rack,Nu går det att bada i Prostsjön igen,Nu går det att bada i Prostsjön igen,2020-07-24,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ozboHy/nu-gar-det-att-bada-i-prostsjon-igen,https://www.svt.se/nyheter/lokalt/jonkoping/nu-gar-det-att-bada-i-prostsjon-igen,original_url_found,verified_original,DG201,unique,high,"Muck Rack raw date: Jul 24, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR193,Muck Rack,Patienter i Jönköping testar prostataläkemedel mot covid-19,Patienter i Jönköping testar prostataläkemedel mot covid-19,2020-07-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ozcZzf/patienter-i-jonkoping-testar-prostatalakemedel-mot-covid-19,https://www.svt.se/nyheter/lokalt/jonkoping/patienter-i-jonkoping-testar-prostatalakemedel-mot-covid-19,original_url_found,verified_original,DG202,unique,high,"Muck Rack raw date: Jul 21, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR194,Muck Rack,Landsbygdsministern: ”Min ambition är att se över ersättningarna”,Landsbygdsministern: ”Min ambition är att se över ersättningarna”,2020-06-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ogiHFF/landsbygdsministern-min-ambition-ar-att-se-over-ersattningarna,https://www.svt.se/nyheter/lokalt/jonkoping/landsbygdsministern-min-ambition-ar-att-se-over-ersattningarna,original_url_found,verified_original,DG203,unique,high,"Muck Rack raw date: Jun 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR195,Muck Rack,Jordbruksverket: ”Biodlarna får högre ersättning om regeringen agerar”,Jordbruksverket: ”Biodlarna får högre ersättning om regeringen agerar”,2020-06-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/og2P9H/jordbruksverket-biodlarna-far-hogre-ersattning-om-regeringen-agerar,https://www.svt.se/nyheter/lokalt/jonkoping/jordbruksverket-vill-se-hogre-ersattning-till-drabbade-biodlare,original_url_found,verified_original,DG204,unique,high,"Muck Rack raw date: Jun 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR196,Muck Rack,Biodlare hoppas på högre ersättning: ”Hög tid att värdesätta binas arbete i Sverige”,Biodlare hoppas på högre ersättning: ”Hög tid att värdesätta binas arbete i Sverige”,2020-06-22,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/og2PYp/biodlare-hoppas-pa-hogre-ersattning-hog-tid-att-vardesatta-binas-arbete-i-sverige,https://www.svt.se/nyheter/lokalt/jonkoping/biodlare-hoppas-pa-hogre-ersattning-hog-tid-att-vardesatta-binas-arbete-i-sverige,original_url_found,verified_original,DG205,unique,high,"Muck Rack raw date: Jun 22, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR197,Muck Rack,Så tycker bilisterna om ökningen av p-böterna,Så tycker bilisterna om ökningen av p-böterna,2020-06-16,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ogHxaf/sa-tycker-bilisterna-om-okningen-av-p-boterna,https://www.svt.se/nyheter/lokalt/jonkoping/sa-tycker-bilisterna-om-okningen-av-p-boterna,original_url_found,verified_original,DG206,unique,high,"Muck Rack raw date: Jun 15, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR198,Muck Rack,Efter vårdcentralernas covidtester - vissa områden i länet mer drabbade,Efter vårdcentralernas covidtester – vissa områden i länet mer drabbade,2020-06-12,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ogxFzF/efter-vardcentralernas-covidtester-vissa-omraden-i-lanet-mer-drabbade,https://www.svt.se/nyheter/lokalt/jonkoping/efter-vardcentralernas-covidtester-393-manniskor-positiva,original_url_found,verified_original,DG207,unique,high,"Muck Rack raw date: Jun 12, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR199,Muck Rack,Ny lag gör trängselkontroller lättare på krogar,Ny lag gör trängselkontroller lättare på krogar,2020-06-10,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ogybnT/ny-lag-gor-trangselkontroller-lattare-pa-krogar,https://www.svt.se/nyheter/lokalt/jonkoping/ny-lag-gor-trangselkontroller-lattare-pa-krogar,original_url_found,verified_original,DG208,unique,high,"Muck Rack raw date: Jun 10, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR200,Both,Mullsjös kommunstyrelse beviljas ansvarsfrihet,Mullsjös kommunstyrelse beviljas ansvarsfrihet,2020-06-10,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ogo9i6/mullsjos-kommunstyrelse-beviljas-ansvarsfrihet,https://www.svt.se/nyheter/lokalt/jonkoping/mullsjos-kommunstyrelse-beviljas-ansvarsfrihet,original_url_found,mixed,DG209,unique,high,"Muck Rack raw date: Jun 10, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata. Deep Research-belägg: Deep Research evidenstabell; matchar Muck Rack-post."
MR201,Muck Rack,Kvinna kidnappades och blev våldtagen,Kvinna misstänks ha blivit kidnappad och våldtagen,2020-06-08,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oyE76y/kvinna-kidnappades-och-blev-valdtagen,https://www.svt.se/nyheter/lokalt/jonkoping/kvinna-kidnappades-och-blev-valdtagen,original_url_found,verified_original,DG210,unique,high,"Muck Rack raw date: Jun 08, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR202,Muck Rack,Coronakommission tillsätts i Jönköpings län,Coronakommission tillsätts i Jönköpings län,2020-06-07,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oyMo5R/coronakommission-tillsatts-i-jonkopings-lan,https://www.svt.se/nyheter/lokalt/jonkoping/regionen-splittrad-om-coronakommission,original_url_found,verified_original,DG211,unique,high,"Muck Rack raw date: Jun 06, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR203,Muck Rack,Regionens toppolitiker riktar kritik mot hävda reserestriktioner,Regionens toppolitiker riktar kritik mot hävda reserestriktioner,2020-06-05,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oyW8av/regionens-toppolitiker-riktar-kritik-mot-havda-reserestriktioner,https://www.svt.se/nyheter/lokalt/jonkoping/toppolitiker-i-jonkoping-riktar-kritik-mot-havda-reserestriktioner,original_url_found,verified_original,DG212,unique,high,"Muck Rack raw date: Jun 05, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR204,Muck Rack,Fler byggfrågor till kommuner under coronapandemin,Fler byggfrågor till kommuner under coronapandemin,2020-06-03,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oysP0i/fler-byggfragor-till-kommuner-under-coronapandemin,https://www.svt.se/nyheter/lokalt/jonkoping/fler-byggfragor-till-kommunen-under-coronapandemin,original_url_found,verified_original,DG213,unique,high,"Muck Rack raw date: Jun 02, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR205,Muck Rack,Försäljning av plastpåsar rasar efter skatten,Försäljning av plastpåsar rasar efter skatten,2020-06-01,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oyhnga/forsaljning-av-plastpasar-rasar-efter-skatten,https://www.svt.se/nyheter/lokalt/jonkoping/i-borjan-av-maj-tradde-en-ny-lag-om,original_url_found,verified_original,DG214,unique,high,"Muck Rack raw date: May 31, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR206,Muck Rack,Inget ljud på den lokala sändningen 19.55,Inget ljud på den lokala sändningen 19.55,2020-05-29,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oyHaSs/inget-ljud-pa-den-lokala-sandningen-1955,https://www.svt.se/nyheter/lokalt/jonkoping/inget-ljud-pa-den-lokala-sandningen-19-55,original_url_found,verified_original,DG215,unique,high,"Muck Rack raw date: May 29, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR207,Muck Rack,Skogsbrand härjar i Eksjö - brandflyg skickades,Skogsbrand härjade i Eksjö – brandflyg skickades,2020-05-29,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oyH83W/skogsbrand-harjar-i-eksjo-brandflyg-skickades,https://www.svt.se/nyheter/lokalt/jonkoping/skogsbrand-harjar-i-eksjo-brandflyg-skickades,original_url_found,verified_original,DG216,unique,high,"Muck Rack raw date: May 29, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR208,Muck Rack,Misstänkt skottlossning i Värnamo,Misstänkt skottlossning i Värnamo,2020-05-21,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oo5qcM/misstankt-skottlossning-i-varnamo,https://www.svt.se/nyheter/lokalt/jonkoping/misstankt-skottlossning-i-varnamo,original_url_found,verified_original,DG217,unique,high,"Muck Rack raw date: May 21, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR209,Muck Rack,Sandstrand i centrala Jönköping väcker reaktioner,Sandstrand i centrala Jönköping väcker reaktioner,2020-05-19,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ooWXJ9/sandstrand-i-centrala-jonkoping-vacker-reaktioner,https://www.svt.se/nyheter/lokalt/jonkoping/sandstrand-i-centrala-jonkoping-vacker-reaktioner,original_url_found,verified_original,DG218,unique,high,"Muck Rack raw date: May 19, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR210,Muck Rack,Boende på Trasten: ”Man är orolig för sin familj när det brinner så nära”,Boende på Trasten: ”Man är orolig för sin familj när det brinner så nära”,2020-05-18,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/oo262h/boende-pa-trasten-man-ar-orolig-for-sin-familj-nar-det-brinner-sa-nara,https://www.svt.se/nyheter/lokalt/jonkoping/boende-pa-trasten-man-ar-orolig-for-sin-familj-nar-det-brinner-sa-nara,original_url_found,verified_original,DG219,unique,high,"Muck Rack raw date: May 18, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
MR211,Muck Rack,Här förbereder soldaterna för strid,Här slutövar Försvarsmakten i Skillingaryd,2020-05-17,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ooa0Yi/har-forbereder-soldaterna-for-strid,https://www.svt.se/nyheter/lokalt/jonkoping/har-forbereder-soldaterna-for-strid,original_url_found,verified_original,DG220,unique,medium,"Muck Rack raw date: May 17, 2020. Original kandidat från Muck Rack-rubriklänk. Muck Rack-utdrag innehåller även kredit/omnämnande: Simon Fredling Jack. Original verifierad mot Sveriges Television: URL-slug, källa, datum/byline och hämtad originaltitel matchar publiceringsposten; aktuell originaltitel är 'Här slutövar Försvarsmakten i Skillingaryd'."
MR212,Muck Rack,Så här kommer de nya studentlägenheterna att se ut,Så här kommer de nya studentlägenheterna att se ut,2020-05-13,Sveriges Television,By Simon Fredling,Simon Fredling,https://muckrack.com/link/ooun0v/sa-har-kommer-de-nya-studentlagenheterna-att-se-ut,https://www.svt.se/nyheter/lokalt/jonkoping/sa-har-kommer-de-nya-studentlagenheterna-att-se-ut,original_url_found,verified_original,DG221,unique,high,"Muck Rack raw date: May 13, 2020. Original kandidat från Muck Rack-rubriklänk. Original verifierad mot Sveriges Television: titelmatchning och metadata."
